1,7.4462,8.0409,8.0475
2,6.5328,7.3473,7.4577
3,5.8111,5.8685,5.8389
4,5.2241,4.1785,3.9348
5,4.7341,2.7749,2.5091
6,4.3166,1.7989,1.6676
7,3.9551,1.174,1.1764
8,3.6381,0.77957,0.85175
9,3.3574,0.52576,0.61181
10,3.107,0.3585,0.43026
11,2.8821,0.24659,0.29835
12,2.6792,0.1713,0.20804
13,2.4951,0.1206,0.14858
14,2.3276,0.086391,0.10909
15,2.1747,0.063157,0.081532
16,2.0347,0.04717,0.061444
17,1.9063,0.035941,0.046725
18,1.7882,0.027838,0.036185
19,1.6793,0.021814,0.028735
20,1.5789,0.017207,0.023233
21,1.4861,0.013609,0.018707
22,1.4002,0.010766,0.014649
23,1.3206,0.0085122,0.01106
24,1.2467,0.0067323,0.0081892
25,1.1781,0.0053377,0.0061988
26,1.1143,0.0042553,0.0049982
27,1.0549,0.0034224,0.0043143
28,0.99949,0.0027849,0.0038566
29,0.94785,0.0022971,0.0034349
30,0.89962,0.0019217,0.0029825
31,0.85455,0.0016292,0.0025159
32,0.81239,0.0013975,0.0020801
33,0.77292,0.0012104,0.001711
34,0.73592,0.0010566,0.0014213
35,0.70122,0.00092805,0.0012037
36,0.66865,0.00081899,0.0010404
37,0.63805,0.00072545,0.00091196
38,0.60927,0.00064447,0.00080331
39,0.58219,0.00057386,0.00070524
40,0.55668,0.00051194,0.0006139
41,0.53264,0.0004574,0.00052899
42,0.50996,0.00040919,0.00045185
43,0.48855,0.0003665,0.00038404
44,0.46833,0.00032863,0.00032644
45,0.44921,0.00029504,0.00027899
46,0.43112,0.00026523,0.00024081
47,0.41399,0.0002388,0.00021044
48,0.39777,0.00021537,0.00018617
49,0.38238,0.00019462,0.00016638
50,0.36779,0.00017626,0.00014968
51,0.35393,0.00016003,0.00013504
52,0.34077,0.00014569,0.00012179
53,0.32826,0.00013302,0.00010959
54,0.31636,0.00012184,9.833e-05
55,0.30504,0.00011196,8.8049e-05
56,0.29426,0.00010325,7.8853e-05
57,0.28398,9.5548e-05,7.0844e-05
58,0.27419,8.8742e-05,6.4073e-05
59,0.26484,8.2718e-05,5.8525e-05
60,0.25592,7.7377e-05,5.4109e-05
61,0.2474,7.2629e-05,5.0679e-05
62,0.23926,6.8398e-05,4.8046e-05
63,0.23148,6.4614e-05,4.6008e-05
64,0.22404,6.1215e-05,4.4369e-05
65,0.21692,5.8149e-05,4.2957e-05
66,0.2101,5.5368e-05,4.1636e-05
67,0.20357,5.2834e-05,4.0314e-05
68,0.19731,5.0511e-05,3.8939e-05
69,0.19131,4.8371e-05,3.7494e-05
70,0.18555,4.6389e-05,3.5992e-05
71,0.18003,4.4545e-05,3.4461e-05
72,0.17472,4.282e-05,3.294e-05
73,0.16963,4.1201e-05,3.1466e-05
74,0.16473,3.9676e-05,3.0071e-05
75,0.16003,3.8235e-05,2.8775e-05
76,0.1555,3.6871e-05,2.7589e-05
77,0.15115,3.5576e-05,2.6511e-05
78,0.14696,3.4346e-05,2.5531e-05
79,0.14292,3.3175e-05,2.4633e-05
80,0.13904,3.206e-05,2.3797e-05
81,0.13529,3.0997e-05,2.3006e-05
82,0.13168,2.9984e-05,2.2243e-05
83,0.1282,2.9019e-05,2.1498e-05
84,0.12485,2.8098e-05,2.0764e-05
85,0.12161,2.7219e-05,2.004e-05
86,0.11848,2.6382e-05,1.9328e-05
87,0.11546,2.5583e-05,1.8635e-05
88,0.11255,2.4821e-05,1.7967e-05
89,0.10973,2.4094e-05,1.7331e-05
90,0.10701,2.34e-05,1.6734e-05
91,0.10438,2.2738e-05,1.6179e-05
92,0.10183,2.2107e-05,1.5669e-05
93,0.099373,2.1504e-05,1.5202e-05
94,0.096991,2.0927e-05,1.4775e-05
95,0.094686,2.0377e-05,1.4385e-05
96,0.092454,1.985e-05,1.4024e-05
97,0.090293,1.9346e-05,1.3688e-05
98,0.088199,1.8864e-05,1.3371e-05
99,0.086171,1.8402e-05,1.3068e-05
100,0.084205,1.7959e-05,1.2775e-05
101,0.082299,1.7534e-05,1.249e-05
102,0.080451,1.7126e-05,1.2211e-05
103,0.078659,1.6734e-05,1.1938e-05
104,0.07692,1.6357e-05,1.1672e-05
105,0.075232,1.5994e-05,1.1413e-05
106,0.073595,1.5645e-05,1.1162e-05
107,0.072005,1.5309e-05,1.0921e-05
108,0.070461,1.4984e-05,1.069e-05
109,0.068961,1.4671e-05,1.0471e-05
110,0.067504,1.4369e-05,1.0262e-05
111,0.066088,1.4077e-05,1.0063e-05
112,0.064712,1.3795e-05,9.8736e-06
113,0.063375,1.3522e-05,9.6929e-06
114,0.062074,1.3258e-05,9.5196e-06
115,0.06081,1.3002e-05,9.3527e-06
116,0.059579,1.2755e-05,9.1911e-06
117,0.058382,1.2515e-05,9.0342e-06
118,0.057218,1.2282e-05,8.8813e-06
119,0.056084,1.2056e-05,8.7322e-06
120,0.054981,1.1837e-05,8.5867e-06
121,0.053906,1.1624e-05,8.4449e-06
122,0.05286,1.1417e-05,8.307e-06
123,0.051841,1.1216e-05,8.1731e-06
124,0.050848,1.102e-05,8.0434e-06
125,0.04988,1.083e-05,7.9181e-06
126,0.048938,1.0644e-05,7.7972e-06
127,0.048019,1.0464e-05,7.6806e-06
128,0.047123,1.0288e-05,7.5682e-06
129,0.04625,1.0117e-05,7.4596e-06
130,0.045398,9.9504e-06,7.3547e-06
131,0.044567,9.7877e-06,7.253e-06
132,0.043757,9.6291e-06,7.1542e-06
133,0.042966,9.4743e-06,7.058e-06
134,0.042195,9.3233e-06,6.9641e-06
135,0.041442,9.1758e-06,6.8723e-06
136,0.040707,9.0318e-06,6.7824e-06
137,0.03999,8.8912e-06,6.6943e-06
138,0.039289,8.7539e-06,6.6079e-06
139,0.038605,8.6196e-06,6.5232e-06
140,0.037937,8.4885e-06,6.4402e-06
141,0.037284,8.3602e-06,6.3589e-06
142,0.036647,8.2348e-06,6.2793e-06
143,0.036023,8.1122e-06,6.2014e-06
144,0.035415,7.9923e-06,6.1252e-06
145,0.03482,7.875e-06,6.0506e-06
146,0.034238,7.7602e-06,5.9776e-06
147,0.033669,7.6478e-06,5.9061e-06
148,0.033113,7.5378e-06,5.8361e-06
149,0.03257,7.4302e-06,5.7675e-06
150,0.032038,7.3248e-06,5.7002e-06
151,0.031518,7.2216e-06,5.6341e-06
152,0.031009,7.1205e-06,5.5692e-06
153,0.030511,7.0215e-06,5.5054e-06
154,0.030024,6.9245e-06,5.4427e-06
155,0.029548,6.8294e-06,5.3811e-06
156,0.029081,6.7363e-06,5.3206e-06
157,0.028625,6.645e-06,5.2611e-06
158,0.028177,6.5555e-06,5.2026e-06
159,0.02774,6.4677e-06,5.1452e-06
160,0.027311,6.3817e-06,5.0888e-06
161,0.026892,6.2973e-06,5.0334e-06
162,0.026481,6.2146e-06,4.9791e-06
163,0.026078,6.1334e-06,4.9257e-06
164,0.025684,6.0538e-06,4.8733e-06
165,0.025297,5.9757e-06,4.8218e-06
166,0.024919,5.899e-06,4.7712e-06
167,0.024548,5.8237e-06,4.7214e-06
168,0.024184,5.7499e-06,4.6725e-06
169,0.023828,5.6774e-06,4.6245e-06
170,0.023478,5.6062e-06,4.5772e-06
171,0.023136,5.5363e-06,4.5306e-06
172,0.0228,5.4676e-06,4.4848e-06
173,0.022471,5.4002e-06,4.4397e-06
174,0.022148,5.334e-06,4.3954e-06
175,0.021831,5.269e-06,4.3517e-06
176,0.021521,5.205e-06,4.3086e-06
177,0.021216,5.1422e-06,4.2663e-06
178,0.020917,5.0805e-06,4.2246e-06
179,0.020624,5.0199e-06,4.1835e-06
180,0.020336,4.9603e-06,4.143e-06
181,0.020054,4.9017e-06,4.1031e-06
182,0.019777,4.8441e-06,4.0639e-06
183,0.019505,4.7874e-06,4.0252e-06
184,0.019238,4.7317e-06,3.987e-06
185,0.018976,4.6769e-06,3.9495e-06
186,0.018719,4.6231e-06,3.9124e-06
187,0.018467,4.5701e-06,3.8759e-06
188,0.018219,4.518e-06,3.8398e-06
189,0.017975,4.4667e-06,3.8043e-06
190,0.017736,4.4163e-06,3.7692e-06
191,0.017501,4.3667e-06,3.7346e-06
192,0.017271,4.3178e-06,3.7005e-06
193,0.017044,4.2698e-06,3.6669e-06
194,0.016822,4.2225e-06,3.6337e-06
195,0.016603,4.1759e-06,3.6009e-06
196,0.016388,4.1301e-06,3.5685e-06
197,0.016177,4.085e-06,3.5366e-06
198,0.015969,4.0406e-06,3.5051e-06
199,0.015765,3.9969e-06,3.474e-06
200,0.015565,3.9538e-06,3.4434e-06
201,0.015368,3.9114e-06,3.4131e-06
202,0.015174,3.8697e-06,3.3832e-06
203,0.014984,3.8286e-06,3.3536e-06
204,0.014797,3.7881e-06,3.3245e-06
205,0.014613,3.7482e-06,3.2957e-06
206,0.014432,3.7089e-06,3.2672e-06
207,0.014254,3.6701e-06,3.2392e-06
208,0.014079,3.632e-06,3.2114e-06
209,0.013907,3.5944e-06,3.184e-06
210,0.013738,3.5573e-06,3.157e-06
211,0.013571,3.5208e-06,3.1302e-06
212,0.013408,3.4849e-06,3.1038e-06
213,0.013246,3.4494e-06,3.0777e-06
214,0.013088,3.4144e-06,3.0519e-06
215,0.012932,3.38e-06,3.0264e-06
216,0.012779,3.346e-06,3.0012e-06
217,0.012628,3.3125e-06,2.9763e-06
218,0.012479,3.2795e-06,2.9517e-06
219,0.012333,3.2469e-06,2.9274e-06
220,0.012189,3.2148e-06,2.9034e-06
221,0.012047,3.1832e-06,2.8796e-06
222,0.011908,3.152e-06,2.8561e-06
223,0.01177,3.1212e-06,2.8328e-06
224,0.011635,3.0908e-06,2.8099e-06
225,0.011502,3.0608e-06,2.7872e-06
226,0.011371,3.0312e-06,2.7647e-06
227,0.011242,3.0021e-06,2.7425e-06
228,0.011115,2.9733e-06,2.7205e-06
229,0.01099,2.9449e-06,2.6988e-06
230,0.010866,2.9169e-06,2.6773e-06
231,0.010745,2.8893e-06,2.656e-06
232,0.010625,2.862e-06,2.6349e-06
233,0.010508,2.8351e-06,2.6141e-06
234,0.010392,2.8085e-06,2.5935e-06
235,0.010277,2.7823e-06,2.5732e-06
236,0.010165,2.7564e-06,2.553e-06
237,0.010054,2.7308e-06,2.5331e-06
238,0.0099446,2.7056e-06,2.5133e-06
239,0.0098369,2.6807e-06,2.4938e-06
240,0.0097307,2.6561e-06,2.4744e-06
241,0.0096261,2.6318e-06,2.4553e-06
242,0.0095231,2.6078e-06,2.4364e-06
243,0.0094215,2.5842e-06,2.4176e-06
244,0.0093213,2.5608e-06,2.399e-06
245,0.0092226,2.5377e-06,2.3807e-06
246,0.0091253,2.5149e-06,2.3625e-06
247,0.0090294,2.4923e-06,2.3445e-06
248,0.0089348,2.4701e-06,2.3266e-06
249,0.0088416,2.4481e-06,2.309e-06
250,0.0087497,2.4264e-06,2.2915e-06
251,0.0086591,2.405e-06,2.2742e-06
252,0.0085697,2.3838e-06,2.2571e-06
253,0.0084816,2.3628e-06,2.2401e-06
254,0.0083947,2.3422e-06,2.2233e-06
255,0.008309,2.3217e-06,2.2066e-06
256,0.0082244,2.3015e-06,2.1901e-06
257,0.0081411,2.2816e-06,2.1738e-06
258,0.0080588,2.2618e-06,2.1576e-06
259,0.0079777,2.2423e-06,2.1416e-06
260,0.0078977,2.2231e-06,2.1257e-06
261,0.0078188,2.204e-06,2.11e-06
262,0.0077409,2.1852e-06,2.0945e-06
263,0.0076641,2.1666e-06,2.079e-06
264,0.0075883,2.1482e-06,2.0637e-06
265,0.0075135,2.13e-06,2.0486e-06
266,0.0074397,2.112e-06,2.0336e-06
267,0.0073669,2.0943e-06,2.0187e-06
268,0.007295,2.0767e-06,2.004e-06
269,0.0072241,2.0593e-06,1.9894e-06
270,0.0071541,2.0421e-06,1.9749e-06
271,0.007085,2.0252e-06,1.9606e-06
272,0.0070168,2.0084e-06,1.9464e-06
273,0.0069496,1.9917e-06,1.9323e-06
274,0.0068831,1.9753e-06,1.9183e-06
275,0.0068176,1.9591e-06,1.9045e-06
276,0.0067528,1.943e-06,1.8908e-06
277,0.0066889,1.9271e-06,1.8772e-06
278,0.0066258,1.9114e-06,1.8637e-06
279,0.0065636,1.8958e-06,1.8504e-06
280,0.0065021,1.8804e-06,1.8372e-06
281,0.0064413,1.8652e-06,1.824e-06
282,0.0063814,1.8501e-06,1.811e-06
283,0.0063222,1.8352e-06,1.7981e-06
284,0.0062637,1.8205e-06,1.7854e-06
285,0.006206,1.8059e-06,1.7727e-06
286,0.006149,1.7915e-06,1.7601e-06
287,0.0060927,1.7772e-06,1.7477e-06
288,0.006037,1.7631e-06,1.7353e-06
289,0.0059821,1.7491e-06,1.7231e-06
290,0.0059278,1.7353e-06,1.7109e-06
291,0.0058742,1.7216e-06,1.6989e-06
292,0.0058213,1.708e-06,1.687e-06
293,0.005769,1.6946e-06,1.6751e-06
294,0.0057173,1.6813e-06,1.6634e-06
295,0.0056663,1.6682e-06,1.6517e-06
296,0.0056159,1.6552e-06,1.6402e-06
297,0.005566,1.6423e-06,1.6287e-06
298,0.0055168,1.6295e-06,1.6174e-06
299,0.0054681,1.6169e-06,1.6061e-06
300,0.0054201,1.6044e-06,1.595e-06
301,0.0053726,1.5921e-06,1.5839e-06
302,0.0053256,1.5798e-06,1.5729e-06
303,0.0052793,1.5677e-06,1.562e-06
304,0.0052334,1.5557e-06,1.5512e-06
305,0.0051881,1.5438e-06,1.5405e-06
306,0.0051433,1.532e-06,1.5298e-06
307,0.0050991,1.5204e-06,1.5193e-06
308,0.0050553,1.5088e-06,1.5088e-06
309,0.0050121,1.4974e-06,1.4984e-06
310,0.0049694,1.4861e-06,1.4881e-06
311,0.0049271,1.4749e-06,1.4779e-06
312,0.0048854,1.4638e-06,1.4678e-06
313,0.0048441,1.4528e-06,1.4577e-06
314,0.0048033,1.4419e-06,1.4478e-06
315,0.0047629,1.4311e-06,1.4379e-06
316,0.004723,1.4205e-06,1.428e-06
317,0.0046836,1.4099e-06,1.4183e-06
318,0.0046446,1.3994e-06,1.4086e-06
319,0.004606,1.389e-06,1.3991e-06
320,0.0045679,1.3787e-06,1.3895e-06
321,0.0045302,1.3685e-06,1.3801e-06
322,0.0044929,1.3584e-06,1.3707e-06
323,0.004456,1.3484e-06,1.3614e-06
324,0.0044195,1.3385e-06,1.3522e-06
325,0.0043835,1.3287e-06,1.3431e-06
326,0.0043478,1.319e-06,1.334e-06
327,0.0043125,1.3094e-06,1.325e-06
328,0.0042776,1.2998e-06,1.316e-06
329,0.0042431,1.2904e-06,1.3072e-06
330,0.004209,1.281e-06,1.2984e-06
331,0.0041752,1.2717e-06,1.2896e-06
332,0.0041418,1.2625e-06,1.281e-06
333,0.0041088,1.2534e-06,1.2724e-06
334,0.0040761,1.2443e-06,1.2638e-06
335,0.0040437,1.2354e-06,1.2553e-06
336,0.0040117,1.2265e-06,1.2469e-06
337,0.0039801,1.2177e-06,1.2386e-06
338,0.0039488,1.209e-06,1.2303e-06
339,0.0039178,1.2003e-06,1.2221e-06
340,0.0038871,1.1918e-06,1.2139e-06
341,0.0038568,1.1833e-06,1.2058e-06
342,0.0038268,1.1749e-06,1.1978e-06
343,0.0037971,1.1665e-06,1.1898e-06
344,0.0037677,1.1582e-06,1.1819e-06
345,0.0037386,1.15e-06,1.174e-06
346,0.0037099,1.1419e-06,1.1662e-06
347,0.0036814,1.1339e-06,1.1585e-06
348,0.0036532,1.1259e-06,1.1508e-06
349,0.0036253,1.1179e-06,1.1432e-06
350,0.0035977,1.1101e-06,1.1356e-06
351,0.0035704,1.1023e-06,1.1281e-06
352,0.0035433,1.0946e-06,1.1206e-06
353,0.0035165,1.0869e-06,1.1132e-06
354,0.00349,1.0794e-06,1.1058e-06
355,0.0034638,1.0718e-06,1.0985e-06
356,0.0034378,1.0644e-06,1.0913e-06
357,0.0034121,1.057e-06,1.0841e-06
358,0.0033867,1.0497e-06,1.077e-06
359,0.0033615,1.0424e-06,1.0699e-06
360,0.0033366,1.0352e-06,1.0628e-06
361,0.0033119,1.028e-06,1.0558e-06
362,0.0032875,1.0209e-06,1.0489e-06
363,0.0032633,1.0139e-06,1.042e-06
364,0.0032393,1.0069e-06,1.0352e-06
365,0.0032156,1e-06,1.0284e-06
366,0.0031921,9.9317e-07,1.0217e-06
367,0.0031688,9.8637e-07,1.015e-06
368,0.0031458,9.7962e-07,1.0083e-06
369,0.003123,9.7293e-07,1.0017e-06
370,0.0031004,9.663e-07,9.952e-07
371,0.0030781,9.5972e-07,9.887e-07
372,0.0030559,9.5319e-07,9.8225e-07
373,0.003034,9.4672e-07,9.7584e-07
374,0.0030123,9.403e-07,9.6948e-07
375,0.0029908,9.3393e-07,9.6317e-07
376,0.0029695,9.2761e-07,9.569e-07
377,0.0029484,9.2134e-07,9.5067e-07
378,0.0029275,9.1513e-07,9.4449e-07
379,0.0029068,9.0896e-07,9.3835e-07
380,0.0028863,9.0284e-07,9.3226e-07
381,0.002866,8.9677e-07,9.2621e-07
382,0.0028458,8.9075e-07,9.202e-07
383,0.0028259,8.8478e-07,9.1423e-07
384,0.0028062,8.7885e-07,9.0831e-07
385,0.0027866,8.7297e-07,9.0243e-07
386,0.0027673,8.6714e-07,8.9659e-07
387,0.0027481,8.6136e-07,8.9079e-07
388,0.0027291,8.5561e-07,8.8503e-07
389,0.0027103,8.4992e-07,8.7931e-07
390,0.0026916,8.4427e-07,8.7363e-07
391,0.0026731,8.3866e-07,8.6799e-07
392,0.0026548,8.331e-07,8.6239e-07
393,0.0026367,8.2758e-07,8.5683e-07
394,0.0026187,8.221e-07,8.5131e-07
395,0.0026009,8.1667e-07,8.4583e-07
396,0.0025832,8.1127e-07,8.4039e-07
397,0.0025657,8.0592e-07,8.3498e-07
398,0.0025484,8.0061e-07,8.2961e-07
399,0.0025312,7.9534e-07,8.2428e-07
400,0.0025142,7.9012e-07,8.1899e-07
401,0.0024974,7.8493e-07,8.1373e-07
402,0.0024807,7.7978e-07,8.0851e-07
403,0.0024641,7.7467e-07,8.0333e-07
404,0.0024477,7.696e-07,7.9818e-07
405,0.0024314,7.6457e-07,7.9306e-07
406,0.0024153,7.5957e-07,7.8799e-07
407,0.0023993,7.5462e-07,7.8294e-07
408,0.0023835,7.497e-07,7.7793e-07
409,0.0023678,7.4482e-07,7.7296e-07
410,0.0023523,7.3997e-07,7.6802e-07
411,0.0023368,7.3516e-07,7.6312e-07
412,0.0023216,7.3039e-07,7.5825e-07
413,0.0023064,7.2565e-07,7.5341e-07
414,0.0022914,7.2095e-07,7.486e-07
415,0.0022765,7.1629e-07,7.4383e-07
416,0.0022618,7.1166e-07,7.3909e-07
417,0.0022471,7.0706e-07,7.3439e-07
418,0.0022326,7.025e-07,7.2971e-07
419,0.0022183,6.9797e-07,7.2507e-07
420,0.002204,6.9347e-07,7.2046e-07
421,0.0021899,6.8901e-07,7.1588e-07
422,0.0021759,6.8458e-07,7.1133e-07
423,0.002162,6.8018e-07,7.0681e-07
424,0.0021483,6.7582e-07,7.0233e-07
425,0.0021346,6.7149e-07,6.9787e-07
426,0.0021211,6.6719e-07,6.9345e-07
427,0.0021077,6.6292e-07,6.8905e-07
428,0.0020944,6.5868e-07,6.8469e-07
429,0.0020812,6.5447e-07,6.8035e-07
430,0.0020681,6.503e-07,6.7605e-07
431,0.0020552,6.4615e-07,6.7177e-07
432,0.0020423,6.4204e-07,6.6752e-07
433,0.0020295,6.3795e-07,6.633e-07
434,0.0020169,6.3389e-07,6.5911e-07
435,0.0020044,6.2987e-07,6.5495e-07
436,0.0019919,6.2587e-07,6.5081e-07
437,0.0019796,6.219e-07,6.4671e-07
438,0.0019674,6.1796e-07,6.4263e-07
439,0.0019553,6.1405e-07,6.3858e-07
440,0.0019432,6.1016e-07,6.3456e-07
441,0.0019313,6.0631e-07,6.3056e-07
442,0.0019195,6.0248e-07,6.2659e-07
443,0.0019078,5.9868e-07,6.2265e-07
444,0.0018961,5.949e-07,6.1873e-07
445,0.0018846,5.9115e-07,6.1484e-07
446,0.0018732,5.8743e-07,6.1098e-07
447,0.0018618,5.8374e-07,6.0714e-07
448,0.0018506,5.8007e-07,6.0333e-07
449,0.0018394,5.7643e-07,5.9954e-07
450,0.0018283,5.7281e-07,5.9578e-07
451,0.0018173,5.6922e-07,5.9204e-07
452,0.0018064,5.6566e-07,5.8833e-07
453,0.0017956,5.6211e-07,5.8465e-07
454,0.0017849,5.586e-07,5.8099e-07
455,0.0017743,5.5511e-07,5.7735e-07
456,0.0017637,5.5164e-07,5.7374e-07
457,0.0017532,5.482e-07,5.7015e-07
458,0.0017429,5.4478e-07,5.6658e-07
459,0.0017326,5.4139e-07,5.6304e-07
460,0.0017223,5.3802e-07,5.5953e-07
461,0.0017122,5.3467e-07,5.5603e-07
462,0.0017021,5.3135e-07,5.5256e-07
463,0.0016922,5.2805e-07,5.4911e-07
464,0.0016823,5.2477e-07,5.4569e-07
465,0.0016724,5.2151e-07,5.4229e-07
466,0.0016627,5.1828e-07,5.3891e-07
467,0.001653,5.1507e-07,5.3555e-07
468,0.0016434,5.1188e-07,5.3222e-07
469,0.0016339,5.0872e-07,5.2891e-07
470,0.0016245,5.0558e-07,5.2562e-07
471,0.0016151,5.0245e-07,5.2235e-07
472,0.0016058,4.9935e-07,5.191e-07
473,0.0015966,4.9627e-07,5.1588e-07
474,0.0015874,4.9321e-07,5.1267e-07
475,0.0015783,4.9018e-07,5.0949e-07
476,0.0015693,4.8716e-07,5.0633e-07
477,0.0015603,4.8417e-07,5.0319e-07
478,0.0015515,4.8119e-07,5.0007e-07
479,0.0015426,4.7824e-07,4.9697e-07
480,0.0015339,4.753e-07,4.9389e-07
481,0.0015252,4.7239e-07,4.9084e-07
482,0.0015166,4.6949e-07,4.878e-07
483,0.0015081,4.6661e-07,4.8478e-07
484,0.0014996,4.6376e-07,4.8178e-07
485,0.0014912,4.6092e-07,4.788e-07
486,0.0014828,4.5811e-07,4.7584e-07
487,0.0014745,4.5531e-07,4.729e-07
488,0.0014663,4.5253e-07,4.6998e-07
489,0.0014581,4.4977e-07,4.6708e-07
490,0.00145,4.4703e-07,4.642e-07
491,0.0014419,4.443e-07,4.6134e-07
492,0.001434,4.416e-07,4.585e-07
493,0.001426,4.3891e-07,4.5567e-07
494,0.0014182,4.3624e-07,4.5286e-07
495,0.0014103,4.3359e-07,4.5008e-07
496,0.0014026,4.3096e-07,4.4731e-07
497,0.0013949,4.2834e-07,4.4455e-07
498,0.0013872,4.2574e-07,4.4182e-07
499,0.0013797,4.2316e-07,4.3911e-07
500,0.0013721,4.206e-07,4.3641e-07
